"ParkName","UnitCode","ParkType","NPFlag","Region","States","latitude","longitude","DateCreated","Age","NPS.Fee.Acres","Private.Acres","Gross.Area.Acres","RecreationVisitsTotal2019","RecreationHoursTotal2019","AvgMonthlyVisits2019","AvgMonthlyHours2019","activities","topics","entranceFees"
"Padre Island","PAIS","National Seashore",0,"Intermountain ","TX","27.05381186","-97.35901135",1962-09-28,58,"130,355.46","0","130,434.27","576,299","4,127,938",48024.9166666667,343994.833333333,"Arts and Culture, Auto and ATV, Biking, Birdwatching, Boating, Bookstore and Park Store, Camping, Canoeing, Fishing, Junior Ranger Program, Kayaking, Paddling, Saltwater Swimming, Shopping, Swimming, Wildlife Watching","Animals, Arts, Birds, Coasts, Islands and Atolls, Dunes, Endangered, Fish, Geology, Schools and Education, Tortoises and Turtles, Unique Species","Padre Island Vehicle 1 Day Entrance Fee (10.0000), Padre Island Bicycle/Pedestrian Entrance Fee (15.0000), Bird Island Basin Use Fee (5.0000), Padre Island Vehicle 7 Day Entrance Fee (25.0000)"
"Parashant","PARA","National Monument",0,NA,"AZ","36.41535465","-113.6682797",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Entrance Fees (0.0000)"
"Pecos","PECO","National Historical Park",0,"Intermountain ","NM","35.54192238","-105.6814684",1965-06-28,56,"6,410.44","231.54","6,693.49","43,834","55,983",3652.83333333333,4665.25,"Arts and Culture, Bookstore and Park Store, Cultural Demonstrations, Fishing, Fly Fishing, Food, Front-Country Hiking, Guided Tours, Hiking, Junior Ranger Program, Living History, Picnicking, Self-Guided Tours - Walking, Shopping","Animals, Archeology, Architecture and Building, Arts, Astronomy, Battlefields, Birds, Civil War, Colonial/European Contact Conflicts, Colonization and Settlement, Commerce, Elk, Explorers and Expeditions, Farming and  Agriculture, Fish, Geology, Hispanic American Heritage, Indigenous and Native Warrior, Latino American Heritage, Mexican War, Migrations, Military, Missions, Monuments and Memorials, Native American Heritage, Night Sky, Ranches, Religion and Spirituality, Roads, Routes and Highways, Rock Landscapes and Features, Ruins, Trade, Transportation, Tribal Conflicts, Wars and Conflicts, Westward Expansion",NA
"Petrified Forest","PEFO","National Park",1,"Intermountain ","AZ","34.98387664","-109.7877678",1906-12-08,114,"147,104.45","38,385.07","221,390.21","643,588","1,701,149",53632.3333333333,141762.416666667,"Arts and Culture, Astronomy, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Bookstore and Park Store, Camping, Citizen Science, Compass and GPS, Cultural Demonstrations, Dining, Food, Front-Country Hiking, Geocaching, Gift Shop and Souvenirs, Guided Tours, Hands-On, Hiking, Horse Camping (see also camping), Horse Camping (see also Horse/Stock Use), Horse Trekking, Horseback Riding, Junior Ranger Program, Museum Exhibits, Off-Trail Permitted Hiking, Orienteering, Park Film, Picnicking, Road Biking, Scenic Driving, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Stargazing, Wildlife Watching","Animals, Archeology, Architecture and Building, Arts, Birds, Cats (wild), Climate Change, Conservation Movement, Dinosaur, Elk, Explorers and Expeditions, Farming and  Agriculture, Foothills, Plains and Valleys, Fossils and Paleontology, Geology, Grasslands, Great Depression, Hispanic American Heritage, Homesteading, Latino American Heritage, LGBTQ American Heritage, Migrations, Native American Heritage, Natural Sounds, Night Sky, Painting, Petrified Wood, Photography, Plateaus and Mesas, Prairies, River and Riparian, Roads, Routes and Highways, Rock Landscapes and Features, Ruins, Scenic Views, Science, Technology and Innovation, Social Movements, Thickets and Shrublands, Trails, Trains and Railroads, Transportation, Westward Expansion, Wilderness, Women's History","Auto/7-day pass to Petrified Forest National Park (25.0000), Bicycle and walkers/per person (15.0000), Motorcycle (flat fee) (20.0000)"
"Pea Ridge","PERI","National Military Park",0,"Midwest ","AR","36.45438033","-94.03468357",1956-07-20,65,"4,278.75","0","4,300.35","102,753","205,507",8562.75,17125.5833333333,"Biking, Birdwatching, Bookstore and Park Store, Gift Shop and Souvenirs, Guided Tours, Hiking, Historic Weapons Demonstration, Horse Trekking, Horseback Riding, Junior Ranger Program, Living History, Museum Exhibits, Park Film, Road Biking, Self-Guided Tours - Auto, Shopping, Wildlife Watching","Artillery, Battlefields, Cavalry, Civil War, Infantry and Militia, Military, Wars and Conflicts","Pea Ridge NMP Entrance Fee - Per Person (10.0000), Pea Ridge NMP Entrance Fee - Per Vehicle (20.0000), Pea Ridge NMP Entrance Fee - Per Motorcycle (15.0000)"
"Petersburg","PETE","National Battlefield",0,"Northeast ","VA","37.19109957","-77.47594865",1926-07-03,95,"2,659.79","6,708.43","9,368.34","235,691","252,973",19640.9166666667,21081.0833333333,"Auto and ATV, Biking, Guided Tours, Hiking, Junior Ranger Program, Scenic Driving, Self-Guided Tours - Auto, Self-Guided Tours - Walking","African American Heritage, Animals, Birds, Burial, Cemetery and Gravesite, Civil War, Explosions, Military, National Cemetery, Tragic Events, Wars and Conflicts","Petersburg National Battlefield has no entrance fees (0.0000)"
"Petroglyph","PETR","National Monument",0,"Intermountain ","NM","35.13915998","-106.7491456",1990-06-27,31,"2,941.26","111.34","7,209.30","293,957","587,916",24496.4166666667,48993,"Hiking","Geology, Native American Heritage, Volcanoes","Boca Negra Canyon Parking Fees (2.0000)"
"Perry's Victory & International Peace","PEVI","Memorial",0,"Midwest ","OH","41.65449782","-82.8115794",1936-06-02,85,"23.12","0","25.38","121,325","119,054",10110.4166666667,9921.16666666667,"Arts and Culture, Astronomy, Boating, Craft Demonstrations, First Person Interpretation, Historic Weapons Demonstration, Junior Ranger Program, Live Music, Living History, Museum Exhibits, Park Film, Stargazing","African American Heritage, Animals, Birds, Coasts, Islands and Atolls, Fish, Indigenous and Native Warrior, Infantry and Militia, Maritime, Maritime - Military, Military, Native American Heritage, Ships and Shipwrecks, US Army, US Marines, US Navy, War of 1812, Wars and Conflicts","Adult Entrance Fee (10.0000), Youth Entrance Fee (0.0000)"
"New Jersey Pinelands","PINE","National Reserve",0,NA,"NJ","39.93835287","-74.62499857",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Pinelands Fees (0.0000)"
"Pinnacles","PINN","National Park",1,"Pacific West ","CA","36.49029208","-121.1813607",1908-01-16,113,"26,674.60","10.82","26,685.73","177,224","634,536",14768.6666666667,52878,"Astronomy, Backcountry Hiking, Birdwatching, Camping, Car or Front Country Camping, Caving, Citizen Science, Climbing, Food, Front-Country Hiking, Group Camping, Hands-On, Hiking, Junior Ranger Program, Park Film, Picnicking, Rock Climbing, RV Camping, Stargazing, Volunteer Vacation, Wildlife Watching","Ancient Seas, Animals, Aquifers, Archeology, Architecture and Building, Astronomy, Birds, Bridges, Canyons and Canyonlands, Cats (wild), Caves, Caverns and Karst, Climate Change, Cold War, Colonization and Settlement, Coniferous Forests, Conservation Movement, Dams, Deciduous Forests, Endangered, Engineering, Enslavement, Explorers and Expeditions, Farming and  Agriculture, Fire, Fish, Foothills, Plains and Valleys, Forests and Woodlands, Fossils and Paleontology, Freshwater Springs, Geology, Grasslands, Groundwater, Headwaters, Hispanic American Heritage, Homesteading, Immigration, Industry, Latino American Heritage, Meadows, Migrations, Military, Mineral Deposits, Mining, Mountains, Natural Sounds, Night Sky, Presidents, Ranches, Rare, River and Riparian, Roads, Routes and Highways, Rock Landscapes and Features, Scenic Views, Schools and Education, Social Movements, Spanish-American War, The Gold Rush, Thickets and Shrublands, Tortoises and Turtles, Tragic Events, Trails, Transportation, Tunnels, Unique Species, US Army, Volcanoes, Wars and Conflicts, Waterfalls, Watersheds, Westward Expansion, Wetlands, Wilderness, Wolves","Private, Non-Commercial Vehicles (30.0000), Individual, Hike / Bicycle (15.0000), Organized, Non-Commercial Groups (15.0000), Commercial Vehicle, 1 to 6 passenger capacity (25.0000), Commercial Vehicle, 7 to 25 passenger capacity (40.0000), Commercial Tour Bus or Motorcoach, 26 or more passenger capacity (100.0000), Motorcycle (25.0000)"
"Pipestone","PIPE","National Monument",0,"Midwest ","MN","44.01351958","-96.32475523",1937-08-25,83,"281.78","0","281.78","77,508","193,769",6459,16147.4166666667,"Arts and Culture, Birdwatching, Craft Demonstrations, Cultural Demonstrations, Dining, Food, Gift Shop and Souvenirs, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Picnicking, Self-Guided Tours - Walking, Shopping, Snowshoeing, Wildlife Watching","Animals, Archeology, Birds, Explorers and Expeditions, Monuments and Memorials, Native American Heritage, Natural Sounds, Religion and Spirituality, Rock Landscapes and Features, Scenic Views, Schools and Education, Tortoises and Turtles, Trails, Waterfalls","Pipestone National Monument Entrance Fee Temporarily Suspended (0.0000)"
"Pictured Rocks","PIRO","National Lakeshore",0,"Midwest ","MI","46.56435642","-86.31628733",1966-10-15,54,"35,706.00","23,524.76","73,235.97","858,715","4,226,365",71559.5833333333,352197.083333333,"Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Boat Tour, Boat Tour, Boating, Bookstore and Park Store, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Car or Front Country Camping, Climbing, Cross-Country Skiing, Dining, Fishing, Fly Fishing, Food, Freshwater Fishing, Freshwater Swimming, Front-Country Hiking, Gift Shop and Souvenirs, Group Camping, Guided Tours, Hands-On, Hiking, Hunting, Hunting and Gathering, Ice Climbing, Jet Skiing, Junior Ranger Program, Kayaking, Motorized Boating, Museum Exhibits, Paddling, Road Biking, RV Camping, Scenic Driving, SCUBA Diving, Self-Guided Tours - Walking, Shopping, Skiing, Snowmobiling, Snowshoeing, Stand Up Paddleboarding, Swimming, Volunteer Vacation, Wildlife Watching","Animals, Arches, Aurora Borealis, Birds, Climate Change, Coasts, Islands and Atolls, Coniferous Forests, Deciduous Forests, Dunes, Fish, Forests and Woodlands, Geology, Glaciers, Groundwater, Industry, Lakes, Lighthouses, Logging and Timber Cutting, Maritime, Marshes, Military, Natural Sounds, Night Sky, River and Riparian, Rock Landscapes and Features, Scenic Views, Ships and Shipwrecks, Swamps, Trails, Unique Species, US Coast Guard, Waterfalls, Wetlands, Wilderness","Pictured Rocks Entrance Fee = $0 (0.0000)"
"Piscataway","PISC","Park",0,"National Capital ","MD","38.68679958","-77.06659744",1961-10-04,59,"1,909.79","35.8","4,616.31","329,729","627,666",27477.4166666667,52305.5,"Boating, Fishing","Animals, Birds, Farming and  Agriculture","Piscataway Park (0.0000), National Colonial Farm at Piscataway Park (0.0000)"
"Pipe Spring","PISP","National Monument",0,"Intermountain ","AZ","36.86282666","-112.7398567",1923-05-31,98,"40","0","40","27,482","41,223",2290.16666666667,3435.25,"Arts and Crafts, Arts and Culture, Astronomy, Bookstore and Park Store, Camping, Car or Front Country Camping, Craft Demonstrations, Cultural Demonstrations, Food, Front-Country Hiking, Guided Tours, Hands-On, Hiking, Junior Ranger Program, Living History, Park Film, Picnicking, Self-Guided Tours - Walking, Shopping, Stargazing","Aquifers, Archeology, Architecture and Building, Astronomy, Climate Change, Explorers and Expeditions, Forts, Freshwater Springs, Geology, Groundwater, Indigenous and Native Warrior, Infantry and Militia, Massacres, Military, Murders, Native American Heritage, Night Sky, Religion and Spirituality, Religious Freedom, Social Movements, Tragic Events, Trails, Tribal Conflicts, US Army, Wars and Conflicts, Watersheds, Westward Expansion","Pipe Spring Entrance Fee - Per Person (10.0000)"
"Port Chicago Naval Magazine","POCH","National Memorial",0,"Pacific West ","CA","38.05685472","-122.0301603",2009-10-28,11,"0","0","5","830","1,660",69.1666666666667,138.333333333333,"Guided Tours, Park Film","African American Heritage, Civil Rights, Explosions, Military, Social Movements, Tragic Events, US Navy, Wars and Conflicts, World War II","Port Chicago Naval Magazine National Memorial (0.0000)"
"Pony Express","POEX","National Historic Trail",0,NA,"CA,CO,KS,MO,NE,NV,UT,WY","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto and ATV, Guided Tours, Hiking, Horse Trekking, Horseback Riding, Living History, Museum Exhibits, Reenactments, Scenic Driving, Self-Guided Tours - Auto","Archeology, Arts, Explorers and Expeditions, Monuments and Memorials, Photography, Ruins, Trails, Westward Expansion","Entrance fees vary site by site (0.0000)"
"Potomac Heritage","POHE","National Scenic Trail",0,NA,"DC,MD,PA,VA","39.1506013340668","-77.5230108485372",1983-03-28,38,"0","0","0",NA,NA,NA,NA,"Backcountry Camping, Backcountry Hiking, Biking, Boat Tour, Boating, Bookstore and Park Store, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Car or Front Country Camping, First Person Interpretation, Fishing, Fly Fishing, Food, Freshwater Fishing, Front-Country Hiking, Group Camping, Guided Tours, Hiking, Horse Camping (see also Horse/Stock Use), Kayaking, Living History, Motorized Boating, Mountain Biking, Museum Exhibits, Off-Trail Permitted Hiking, Paddling, Road Biking, Sailing, Saltwater Fishing, Shopping, Stand Up Paddleboarding, Whitewater Rafting","American Revolution, Animals, Architecture and Building, Armories, Artillery, Battlefields, Canals, Farming and  Agriculture, Forests and Woodlands, Forts, Military, River and Riparian, Scenic Views, Trains and Railroads, Transportation, Tunnels, Watersheds","0 (0.0000)"
"Poverty Point","POPO","National Monument",0,NA,"LA","32.6424361","-91.40829834",1988-10-31,32,"0","495.71","910.85",NA,NA,NA,NA,"Hiking, Museum Exhibits","Archeology, Native American Heritage","Entrance Fees (4.0000)"
"Point Reyes","PORE","National Seashore",0,"Pacific West ","CA","38.05511241","-122.8797804",1962-09-13,58,"64,856.50","3,122.05","71,053.38","2,265,301","11,394,705",188775.083333333,949558.75,"Biking, Bookstore and Park Store, Camping, Fishing, Food, Guided Tours, Hiking, Horse Trekking, Junior Ranger Program, Paddling, Park Film, Picnicking, Shopping, Wildlife Watching","Animals, Archeology, Birds, Catastrophic Fires, Climate Change, Elk, Explorers and Expeditions, Farming and  Agriculture, Fire, Fish, Forests and Woodlands, Geology, Grasslands, Lighthouses, Maritime, Native American Heritage, Natural Sounds, Oceans, Ranches, Ships and Shipwrecks, Tragic Events, Trails, Unique Species, Waterfalls, Wetlands, Whales, Wilderness","Point Reyes National Seashore Entrance Fee (0.0000)"
"Presidio of San Francisco","PRSF","",0,NA,"CA","37.79718395","-122.4662415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Biking, Birdwatching, Front-Country Hiking, Golfing, Guided Tours, Hiking, Museum Exhibits, Self-Guided Tours - Walking, Wildlife Watching","African American Heritage, Archeology, Architecture and Building, Artillery, Aviation, Burial, Cemetery and Gravesite, Cavalry, Civil War, Coastal Defenses, Cold War, Colonial/European Contact Conflicts, Dunes, Endangered, Explorers and Expeditions, Forts, Geology, Grasslands, Incarceration, Indian and Frontier Wars, Indigenous and Native Warrior, Infantry and Militia, Japanese-American Internment, Maritime, Mexican War, Military, National Cemetery, Prairies, Rare, Spanish-American War, Thickets and Shrublands, Unique Species, US Air Force (Army Air Corps), US Army, US Coast Guard, Vietnam War, Wars and Conflicts, Wetlands, World War II","Presidio of San Francisco (0.0000)"
"Prince William Forest","PRWI","Park",0,"National Capital ","VA","38.58589108","-77.38910997",1936-11-14,84,"14,562.03","1,476.90","16,080.82","339,693","3,242,412",28307.75,270201,"Arts and Culture, Backcountry Camping, Backcountry Hiking, Biking, Bookstore and Park Store, Camping, Car or Front Country Camping, Compass and GPS, Fishing, Food, Freshwater Fishing, Front-Country Hiking, Group Camping, Guided Tours, Hands-On, Hiking, Hunting and Gathering, Junior Ranger Program, Mountain Biking, Orienteering, Park Film, Picnicking, Playground, Road Biking, RV Camping, Self-Guided Tours - Walking, Shopping, Volunteer Vacation, Wildlife Watching","African American Heritage, American Revolution, American Revolutionary War, Animals, Arts, Birds, Bridges, Burial, Cemetery and Gravesite, Civil War, Climate Change, Colonization and Settlement, Deciduous Forests, Forests and Woodlands, Geology, Great Depression, Industry, Mining, Native American Heritage, Photography, Tortoises and Turtles, Trails, Transportation, Wars and Conflicts, World War II","Prince William Forest Park Vehicle Entrance Fee (20.0000), Prince William Forest Park Individual Entrance Fee (10.0000), Prince William Forest Park Motorcycle Entrance Fee (15.0000)"
"Pu`ukohol&#257; Heiau","PUHE","National Historic Site",0,"Pacific West ","HI","20.02772186","-155.8211629",1955-07-26,66,"60.95","0","86.24","133,573","66,788",11131.0833333333,5565.66666666667,"NA","NA","Entrance Fee (0.0000)"
"Puʻuhonua o Hōnaunau","PUHO","National Historical Park",0,"Pacific West ","HI","19.41268627","-155.9008789",1972-08-17,48,"418.78","0","419.8","414,410","414,410",34534.1666666667,34534.1666666667,"Arts and Culture, Birdwatching, Bookstore and Park Store, Cultural Demonstrations, Fishing, Food, Guided Tours, Hiking, Junior Ranger Program, Museum Exhibits, Picnicking, Self-Guided Tours - Walking, Shopping, Snorkeling, Wildlife Watching","Animals, Archeology, Arts, Birds, Climate Change, Coasts, Islands and Atolls, Endangered, Fish, Geology, Heiau, Natural Sounds, Pacific Islander Heritage, Rare, Reconstruction, Religion and Spirituality, Ruins, Scenic Views, Schools and Education, Sculpture, The Tropics, Tortoises and Turtles, Trails, Unique Species","Puʻuhonua o Hōnaunau (non-commercial vehicle) (20.0000), Puʻuhonua o Hōnaunau (individual on foot, bicycle, etc.) (10.0000), Puʻuhonua o Hōnaunau (motorcycle) (15.0000)"
"Pullman","PULL","National Monument",0,NA,"IL","41.69429163","-87.60873824",2015-02-19,6,"0.24","0","0.4",NA,NA,NA,NA,"Bookstore and Park Store, Guided Tours, Museum Exhibits, Park Film, Shopping","African American Heritage, Architecture and Building, Civil Rights, Engineering, Factories, Industry, Labor Movement, Laborer and Worker, Military, Social Movements, US Army","Park Fee (0.0000)"
"The Last Green Valley","QUSH","National Heritage Corridor",0,NA,"CT,MA","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","The Last Green Valley Fees (0.0000)"
"Rainbow Bridge","RABR","National Monument",0,"Intermountain ","UT","36.9943264317074","-111.491484759378",1910-05-30,111,"160","0","160","115,108","172,663",9592.33333333333,14388.5833333333,"Boat Tour, Boat Tour, Boating, Guided Tours, Hiking, Junior Ranger Program","Animals, Canyons and Canyonlands, Explorers and Expeditions, Geology, Native American Heritage, Rock Landscapes and Features, Unique Species","Rainbow Bridge Entrance Fee (0.0000)"
"Redwood","REDW","National and State Parks",0,"Pacific West ","CA","41.37237268","-124.0318129",1968-10-02,52,"77,715.18","150.99","138,999.37","504,722","1,762,772",42060.1666666667,146897.666666667,"Arts and Culture, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Bookstore and Park Store, Camping, Car or Front Country Camping, Cultural Demonstrations, Front-Country Hiking, Hiking, Horse Camping (see also Horse/Stock Use), Horse Trekking, Horseback Riding, Junior Ranger Program, Kayaking, Paddling, River Tubing, Scenic Driving, Shopping, Tubing, Wildlife Watching","Animals, Birds, Cats (wild), Climate Change, Coastal Defenses, Colonization and Settlement, Coniferous Forests, Conservation Movement, Elk, Endangered, Farming and  Agriculture, Fire, Fish, Forests and Woodlands, Geology, Grasslands, Groundwater, Headwaters, Homesteading, Indian and Frontier Wars, Industry, Logging and Timber Cutting, Maritime, Massacres, Mills, Native American Heritage, Oceans, Prairies, Ranches, Rare, River and Riparian, Roads, Routes and Highways, Scenic Views, Social Movements, Tragic Events, Transportation, Tribal Conflicts, Unique Species, Wars and Conflicts, Watersheds, Westward Expansion, Whales, Wilderness","Redwood National Park and State Parks Entrance Fee (0.0000), Gold Bluffs Beach / Fern Canyon - Day Use & Vehicle Fees (8.0000), Jedediah Smith Campground - Day Use & Vehicle Fees (8.0000)"
"Reconstruction Era","REER","National Historical Park",0,NA,"SC","32.3868598937988","-80.6511077880859",2017-01-13,4,"3.2","0","15.53",NA,NA,NA,NA,"NA","NA",NA
"Richmond","RICH","National Battlefield Park",0,"Northeast ","VA","37.48774472","-77.29107785",1936-03-02,85,"3,648.10","4,495.20","8,170.85","197,242","354,544",16436.8333333333,29545.3333333333,"Guided Tours, Hiking, Historic Weapons Demonstration, Junior Ranger Program, Living History, Self-Guided Tours - Walking","African American Heritage, Artillery, Battlefields, Burial, Cemetery and Gravesite, Cavalry, Civil Rights, Civil War, Factories, Forts, Hospital, Industry, Infantry and Militia, Medicine, Military, Monuments and Memorials, National Cemetery, Reconstruction, Social Movements, Tragic Events, US Army, US Marines, US Navy, Wars and Conflicts","No entrance fee (0.0000)"
"Rio Grande","RIGR","Wild & Scenic River",0,"Intermountain ","TX","29.52743158","-102.5979169",1978-11-10,42,"0","8,854.08","13,123.39","324","38,376",27,3198,"Boat Tour, Boating, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Dining, Fishing, Food, Hiking, Kayaking, Paddling, Wildlife Watching","Archeology, Geology, Geothermal, Hot Springs, Night Sky, River and Riparian, Scenic Views, Wilderness","Rio Grande Wild & Scenic River Entrance Fee (0.0000)"
"River Raisin","RIRA","National Battlefield Park",0,"Midwest ","MI","41.91291085","-83.37620464",2010-10-22,10,"42.18","0","42.18","226,354","452,709",18862.8333333333,37725.75,"Arts and Crafts, Arts and Culture, Auto and ATV, Biking, Birdwatching, Bookstore and Park Store, Canoeing, Citizen Science, Compass and GPS, Craft Demonstrations, Cultural Demonstrations, Fishing, Food, Freshwater Fishing, Front-Country Hiking, Geocaching, Gift Shop and Souvenirs, Guided Tours, Hands-On, Hiking, Junior Ranger Program, Kayaking, Live Music, Museum Exhibits, Paddling, Park Film, Picnicking, Road Biking, Scenic Driving, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Theater, Volunteer Vacation, Wildlife Watching","African American Heritage, Animals, Archeology, Architecture and Building, Artillery, Arts, Battlefields, Birds, Colonization and Settlement, Commerce, Conservation Movement, Dams, Factories, Farming and  Agriculture, Fish, Forced Marches, Immigration, Indigenous and Native Warrior, Industry, Infantry and Militia, Laborer and Worker, Lakes, Marshes, Massacres, Military, Mills, Monuments and Memorials, Murders, Native American Heritage, Photography, Presidents, Religion and Spirituality, River and Riparian, Roads, Routes and Highways, Ruins, Schools and Education, Science, Technology and Innovation, Social Movements, Swamps, Trade, Tragic Events, Trails, Transportation, US Army, US Marines, US Navy, War of 1812, Wars and Conflicts, Wetlands","River Raisin National Battlefield Park Entrance Fee (0.0000)"
"Rivers Of Steel","RIST","National Heritage Area",0,NA,"PA","40.2995758056641","-79.8619613647461",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Bost Building Museum Fees - Adult (3.0000), Bost Building Museum Fees - Children (1.0000), Bost Building Museum Fees - Members (0.0000)"
"Roosevelt Campobello","ROCA","International Park",0,NA,"ME","44.87357167","-66.96209908",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum Exhibits","Presidents","Entrance Fee (0.0000)"
"Rock Creek","ROCR","Park",0,"National Capital ","DC","38.95125063","-77.05002838",1890-09-27,130,"1,755.21","0","1,755.21","2,416,232","2,603,257",201352.666666667,216938.083333333,"Arts and Culture, Astronomy, Biking, Birdwatching, Bookstore and Park Store, Canoeing, Freshwater Fishing, Front-Country Hiking, Golfing, Guided Tours, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Kayaking, Live Music, Museum Exhibits, Paddling, Planetarium, Road Biking, Scenic Driving, Self-Guided Tours - Walking, Shopping, Stand Up Paddleboarding, Stargazing, Wildlife Watching","African American Heritage, Animals, Architecture and Building, Artillery, Arts, Astronomy, Battlefields, Birds, Burial, Cemetery and Gravesite, Civil Rights, Civil War, Climate Change, Colonization and Settlement, Deciduous Forests, Endangered, Engineering, Enslavement, Farming and  Agriculture, Forests and Woodlands, Forts, Geology, Industry, Infantry and Militia, Landscape Design, Military, Mills, Monuments and Memorials, Music, National Cemetery, Night Sky, Plantations, Poetry and Literature, Trails, Wars and Conflicts, Women's History","Rock Creek Park Fees (0.0000)"
"Rocky Mountain","ROMO","National Park",1,"Intermountain ","CO","40.3556924","-105.6972879",1915-01-26,106,"264,263.50","192.76","265,807.25","4,670,053","31,535,363",389171.083333333,2627946.91666667,"Arts and Culture, Astronomy, Auto and ATV, Backcountry Camping, Biking, Birdwatching, Bookstore and Park Store, Camping, Car or Front Country Camping, Citizen Science, Climbing, Cross-Country Skiing, Downhill Skiing, Fishing, Food, Gift Shop and Souvenirs, Group Camping, Hands-On, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Park Film, Picnicking, RV Camping, Scenic Driving, Shopping, Skiing, Snow Play, Snow Tubing, Snowshoeing, Tubing, Volunteer Vacation, Wildlife Watching","Animals, Architecture and Building, Arts, Birds, Cats (wild), Climate Change, Elk, Fire, Fish, Floods, Forests and Woodlands, Geology, Glaciers, Lakes, Mountains, Native American Heritage, Natural Sounds, Night Sky, River and Riparian, Roads, Routes and Highways, Scenic Views, Tragic Events, Trails, Transportation, Westward Expansion, Wetlands, Wilderness","1-Day Pass - Automobile (25.0000), 1-Day Pass - Motorcycle (25.0000), 1-Day Pass - Per Person (15.0000)"
"Rosie the Riveter WWII Home Front","RORI","National Historical Park",0,"Pacific West ","CA","37.90999027","-122.360156",2000-10-24,20,"0","0","145.19","50,404","151,212",4200.33333333333,12601,"Guided Tours, Living History, Museum Exhibits, Park Film, Self-Guided Tours - Auto, Self-Guided Tours - Walking","African American Heritage, Civil Rights, Engineering, Factories, Immigration, Industry, Labor Movement, Laborer and Worker, LGBTQ American Heritage, Maritime, Maritime - Military, Migrations, Military, Monuments and Memorials, Schools and Education, Social Movements, Urban America, US Navy, Wars and Conflicts, Women's History, World War II","Visitor Education Center Entrance (0.0000)"
"Roger Williams","ROWI","National Memorial",0,"Northeast ","RI","41.8298955","-71.41056665",1965-10-22,55,"4.56","0","4.56","59,419","51,197",4951.58333333333,4266.41666666667,"Arts and Culture, Bookstore and Park Store, Cultural Demonstrations, First Person Interpretation, Food, Gift Shop and Souvenirs, Guided Tours, Junior Ranger Program, Live Music, Living History, Self-Guided Tours - Walking, Shopping","Arts, Explorers and Expeditions, Monuments and Memorials, Poetry and Literature, Religious Freedom, Roads, Routes and Highways, Social Movements, Trains and Railroads, Transportation, Urban America","Entrance Fee (0.0000)"
"Russell Cave","RUCA","National Monument",0,"Southeast ","AL","34.97402063","-85.81560314",1961-05-11,60,"310.45","0","310.45","16,642","28,875",1386.83333333333,2406.25,"Birdwatching, Bookstore and Park Store, Front-Country Hiking, Guided Tours, Hiking, Historic Weapons Demonstration, Junior Ranger Program, Living History, Museum Exhibits, Shopping, Wildlife Watching","Animals, Archeology, Native American Heritage","Entrance Fee ""FREE"" (0.0000)"
"San Antonio Missions","SAAN","National Historical Park",0,"Intermountain ","TX","29.31262089","-98.4289522",1978-11-10,42,"478.13","138.76","947.77","1,281,121","1,721,291",106760.083333333,143440.916666667,"Biking, Bookstore and Park Store, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Road Biking, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping","Animals, Archeology, Architecture and Building, Churches, Colonization and Settlement, Explorers and Expeditions, Farming and  Agriculture, Latino American Heritage, Missions, Native American Heritage, Religion and Spirituality, Ruins, Schools and Education","Entrance Fee (0.0000)"
"Saint Croix","SACN","National Scenic Riverway",0,"Midwest ","WI,MN","45.70019235","-92.36126685",1968-10-02,52,"20,355.16","4,533.24","67,466.63","638,258","5,769,811",53188.1666666667,480817.583333333,"Birdwatching, Boating, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Citizen Science, Fishing, Fly Fishing, Freshwater Fishing, Hands-On, Hiking, Junior Ranger Program, Kayaking, Motorized Boating, Paddling, Park Film, River Tubing, Tubing, Wildlife Watching","Animals, Birds, Fish, Natural Sounds, Trails, Water Trails","St. Croix National Scenic Riverway (0.0000)"
